WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3095,dominicks,16518,1,2.21,36504.78
1990-06-21,3095,dominicks,9090,1,2.1,19089.0
1990-06-28,3095,dominicks,16114,1,1.98,31905.72
1990-07-05,3095,dominicks,9123,1,2.04,18610.920000000002
1990-07-12,3095,dominicks,19402,1,2.23,43266.46
1990-07-19,3095,dominicks,14939,1,2.32,34658.479999999996
1990-07-26,3095,dominicks,15491,1,2.38,36868.58
1990-08-02,3095,dominicks,16543,1,2.32,38379.759999999995
1990-08-09,3095,dominicks,18490,1,2.02,37349.8
1990-08-16,3095,dominicks,16247,1,2.29,37205.63
1990-08-23,3095,dominicks,16804,1,2.34,39321.36
1990-08-30,3095,dominicks,15250,1,2.11,32177.499999999996
1990-09-06,3095,dominicks,16395,1,2.39,39184.05
1990-09-13,3095,dominicks,19775,1,2.39,47262.25
1990-09-20,3095,dominicks,19138,1,2.03,38850.14
1990-09-27,3095,dominicks,9185,1,2.09,19196.649999999998
1990-10-04,3095,dominicks,9171,1,1.93,17700.03
1990-10-11,3095,dominicks,10320,1,2.61,26935.199999999997
1990-10-18,3095,dominicks,9489,1,2.33,22109.37
1990-10-25,3095,dominicks,13910,1,2.44,33940.4
1990-11-01,3095,dominicks,9964,1,2.57,25607.48
1990-11-08,3095,dominicks,9396,1,1.92,18040.32
1990-11-15,3095,dominicks,16831,1,2.05,34503.549999999996
1990-11-22,3095,dominicks,11199,1,2.55,28557.449999999997
1990-11-29,3095,dominicks,11809,1,2.38,28105.42
1990-12-06,3095,dominicks,18714,1,2.5,46785.0
1990-12-13,3095,dominicks,16375,1,2.35,38481.25
1990-12-20,3095,dominicks,19109,1,2.03,38791.27
1990-12-27,3095,dominicks,11883,1,2.3,27330.899999999998
1991-01-03,3095,dominicks,17183,1,2.3,39520.899999999994
1991-01-10,3095,dominicks,11545,1,2.42,27938.899999999998
1991-01-17,3095,dominicks,12763,1,2.15,27440.449999999997
1991-01-24,3095,dominicks,14112,1,2.43,34292.16
1991-01-31,3095,dominicks,12501,1,1.95,24376.95
1991-02-07,3095,dominicks,13734,1,2.17,29802.78
1991-02-14,3095,dominicks,19944,1,2.12,42281.28
1991-02-21,3095,dominicks,18997,1,2.56,48632.32
1991-02-28,3095,dominicks,16493,1,2.42,39913.06
1991-03-07,3095,dominicks,18424,1,2.54,46796.96
1991-03-14,3095,dominicks,11047,1,2.37,26181.39
1991-03-21,3095,dominicks,17742,1,2.22,39387.240000000005
1991-03-28,3095,dominicks,10126,1,2.25,22783.5
1991-04-04,3095,dominicks,19839,1,2.17,43050.63
1991-04-11,3095,dominicks,9797,1,2.2,21553.4
1991-04-18,3095,dominicks,14046,1,2.6,36519.6
1991-04-25,3095,dominicks,16513,1,2.61,43098.93
1991-05-02,3095,dominicks,15418,1,2.14,32994.520000000004
1991-05-09,3095,dominicks,16423,1,2.28,37444.439999999995
1991-05-16,3095,dominicks,17955,1,2.08,37346.4
1991-05-23,3095,dominicks,17985,1,2.23,40106.55
1991-05-30,3095,dominicks,18785,1,2.51,47150.35
1991-06-06,3095,dominicks,13878,1,2.2,30531.600000000002
1991-06-13,3095,dominicks,14846,1,2.25,33403.5
1991-06-20,3095,dominicks,13576,1,2.06,27966.56
1991-06-27,3095,dominicks,10532,1,2.43,25592.760000000002
1991-07-04,3095,dominicks,14843,1,2.49,36959.07
1991-07-11,3095,dominicks,13808,1,2.0,27616.0
1991-07-18,3095,dominicks,11541,1,2.43,28044.63
1991-07-25,3095,dominicks,9738,1,2.59,25221.42
1991-08-01,3095,dominicks,14056,1,2.0,28112.0
1991-08-08,3095,dominicks,18782,1,2.58,48457.560000000005
1991-08-15,3095,dominicks,16605,1,2.22,36863.100000000006
1991-08-22,3095,dominicks,10945,1,2.02,22108.9
1991-08-29,3095,dominicks,17654,1,2.39,42193.060000000005
1991-09-05,3095,dominicks,14273,1,2.02,28831.46
1991-09-12,3095,dominicks,18203,1,2.69,48966.07
1991-09-19,3095,dominicks,17974,1,2.57,46193.18
1991-09-26,3095,dominicks,14229,1,2.02,28742.58
1991-10-03,3095,dominicks,12096,1,1.98,23950.079999999998
1991-10-10,3095,dominicks,10284,1,2.54,26121.36
1991-10-17,3095,dominicks,10760,1,2.03,21842.8
1991-10-24,3095,dominicks,11825,1,2.36,27907.0
