WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,594,tropicana,12530,1,2.45,30698.500000000004
1990-06-21,594,tropicana,14945,1,2.14,31982.300000000003
1990-06-28,594,tropicana,19398,1,2.04,39571.92
1990-07-05,594,tropicana,14209,1,2.07,29412.629999999997
1990-07-12,594,tropicana,11784,1,2.68,31581.120000000003
1990-07-19,594,tropicana,17589,1,1.99,35002.11
1990-07-26,594,tropicana,16066,1,2.31,37112.46
1990-08-02,594,tropicana,17301,1,2.62,45328.62
1990-08-09,594,tropicana,12229,1,2.4,29349.6
1990-08-16,594,tropicana,16745,1,2.1,35164.5
1990-08-23,594,tropicana,10833,1,2.28,24699.239999999998
1990-08-30,594,tropicana,13851,1,2.62,36289.62
1990-09-06,594,tropicana,16080,1,2.68,43094.4
1990-09-13,594,tropicana,16911,1,1.92,32469.12
1990-09-20,594,tropicana,14241,1,2.23,31757.43
1990-09-27,594,tropicana,14012,1,2.6,36431.200000000004
1990-10-04,594,tropicana,12733,1,2.62,33360.46
1990-10-11,594,tropicana,14329,1,1.99,28514.71
1990-10-18,594,tropicana,14456,1,2.6,37585.6
1990-10-25,594,tropicana,17659,1,2.13,37613.67
1990-11-01,594,tropicana,9489,1,2.19,20780.91
1990-11-08,594,tropicana,10695,1,2.69,28769.55
1990-11-15,594,tropicana,17078,1,2.29,39108.62
1990-11-22,594,tropicana,10341,1,2.57,26576.37
1990-11-29,594,tropicana,19366,1,2.55,49383.299999999996
1990-12-06,594,tropicana,10402,1,2.18,22676.36
1990-12-13,594,tropicana,19856,1,2.41,47852.96000000001
1990-12-20,594,tropicana,16291,1,1.99,32419.09
1990-12-27,594,tropicana,12031,1,2.35,28272.850000000002
1991-01-03,594,tropicana,19628,1,2.01,39452.28
1991-01-10,594,tropicana,18325,1,2.17,39765.25
1991-01-17,594,tropicana,15600,1,2.41,37596.0
1991-01-24,594,tropicana,17169,1,2.2,37771.8
1991-01-31,594,tropicana,14907,1,2.35,35031.450000000004
1991-02-07,594,tropicana,16490,1,1.95,32155.5
1991-02-14,594,tropicana,15703,1,2.08,32662.24
1991-02-21,594,tropicana,14741,1,2.55,37589.549999999996
1991-02-28,594,tropicana,14744,1,2.18,32141.920000000002
1991-03-07,594,tropicana,15711,1,2.22,34878.420000000006
1991-03-14,594,tropicana,9280,1,2.38,22086.399999999998
1991-03-21,594,tropicana,18134,1,2.37,42977.58
1991-03-28,594,tropicana,18979,1,2.65,50294.35
1991-04-04,594,tropicana,15201,1,2.07,31466.069999999996
1991-04-11,594,tropicana,14220,1,2.49,35407.8
1991-04-18,594,tropicana,19278,1,2.45,47231.100000000006
1991-04-25,594,tropicana,13209,1,2.18,28795.620000000003
1991-05-02,594,tropicana,10015,1,2.3,23034.5
1991-05-09,594,tropicana,11066,1,2.01,22242.659999999996
1991-05-16,594,tropicana,10149,1,2.23,22632.27
1991-05-23,594,tropicana,17082,1,2.32,39630.24
1991-05-30,594,tropicana,11582,1,2.22,25712.04
1991-06-06,594,tropicana,11602,1,2.55,29585.1
