WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3346,minute.maid,11159,1,2.38,26558.42
1990-06-21,3346,minute.maid,9741,1,2.57,25034.37
1990-06-28,3346,minute.maid,19862,1,2.29,45483.98
1990-07-05,3346,minute.maid,15207,1,2.37,36040.590000000004
1990-07-12,3346,minute.maid,15123,1,2.0,30246.0
1990-07-19,3346,minute.maid,13423,1,2.1,28188.300000000003
1990-07-26,3346,minute.maid,17436,1,2.25,39231.0
1990-08-02,3346,minute.maid,18941,1,2.51,47541.909999999996
1990-08-09,3346,minute.maid,10013,1,2.17,21728.21
1990-08-16,3346,minute.maid,17453,1,2.5,43632.5
1990-08-23,3346,minute.maid,14129,1,2.64,37300.560000000005
1990-08-30,3346,minute.maid,17867,1,2.36,42166.119999999995
1990-09-06,3346,minute.maid,12047,1,2.68,32285.960000000003
1990-09-13,3346,minute.maid,17767,1,2.2,39087.4
1990-09-20,3346,minute.maid,10384,1,2.18,22637.120000000003
1990-09-27,3346,minute.maid,19517,1,2.55,49768.35
1990-10-04,3346,minute.maid,10877,1,2.39,25996.030000000002
1990-10-11,3346,minute.maid,13755,1,2.38,32736.899999999998
1990-10-18,3346,minute.maid,10925,1,2.58,28186.5
1990-10-25,3346,minute.maid,12374,1,2.36,29202.64
1990-11-01,3346,minute.maid,19550,1,2.28,44573.99999999999
1990-11-08,3346,minute.maid,19122,1,2.03,38817.659999999996
1990-11-15,3346,minute.maid,9959,1,2.13,21212.67
1990-11-22,3346,minute.maid,12046,1,2.65,31921.899999999998
1990-11-29,3346,minute.maid,17875,1,1.97,35213.75
1990-12-06,3346,minute.maid,10496,1,2.36,24770.559999999998
1990-12-13,3346,minute.maid,17534,1,2.18,38224.12
1990-12-20,3346,minute.maid,11244,1,2.62,29459.280000000002
1990-12-27,3346,minute.maid,9981,1,2.38,23754.78
1991-01-03,3346,minute.maid,9615,1,2.44,23460.6
1991-01-10,3346,minute.maid,14454,1,2.48,35845.92
1991-01-17,3346,minute.maid,14101,1,2.29,32291.29
1991-01-24,3346,minute.maid,13491,1,2.12,28600.920000000002
1991-01-31,3346,minute.maid,14071,1,2.17,30534.07
1991-02-07,3346,minute.maid,17873,1,2.37,42359.01
1991-02-14,3346,minute.maid,9320,1,2.59,24138.8
1991-02-21,3346,minute.maid,11852,1,2.49,29511.480000000003
1991-02-28,3346,minute.maid,13480,1,2.26,30464.799999999996
1991-03-07,3346,minute.maid,19619,1,2.2,43161.8
1991-03-14,3346,minute.maid,11510,1,2.08,23940.8
1991-03-21,3346,minute.maid,18799,1,2.5,46997.5
1991-03-28,3346,minute.maid,14496,1,1.98,28702.079999999998
1991-04-04,3346,minute.maid,14434,1,2.49,35940.66
1991-04-11,3346,minute.maid,18373,1,2.68,49239.64
1991-04-18,3346,minute.maid,11399,1,1.94,22114.059999999998
1991-04-25,3346,minute.maid,10808,1,2.44,26371.52
1991-05-02,3346,minute.maid,16065,1,2.52,40483.8
1991-05-09,3346,minute.maid,14529,1,2.4,34869.6
1991-05-16,3346,minute.maid,17365,1,2.44,42370.6
1991-05-23,3346,minute.maid,16193,1,2.44,39510.92
1991-05-30,3346,minute.maid,19110,1,2.37,45290.700000000004
1991-06-06,3346,minute.maid,18970,1,2.52,47804.4
1991-06-13,3346,minute.maid,9854,1,2.69,26507.26
1991-06-20,3346,minute.maid,19872,1,2.02,40141.44
1991-06-27,3346,minute.maid,15535,1,2.54,39458.9
1991-07-04,3346,minute.maid,13011,1,2.08,27062.88
1991-07-11,3346,minute.maid,13270,1,2.53,33573.1
1991-07-18,3346,minute.maid,9420,1,2.2,20724.0
1991-07-25,3346,minute.maid,17569,1,2.09,36719.21
1991-08-01,3346,minute.maid,19850,1,2.01,39898.49999999999
1991-08-08,3346,minute.maid,11937,1,2.56,30558.72
1991-08-15,3346,minute.maid,19251,1,2.29,44084.79
1991-08-22,3346,minute.maid,12035,1,2.29,27560.15
1991-08-29,3346,minute.maid,18425,1,2.15,39613.75
1991-09-05,3346,minute.maid,13006,1,2.46,31994.76
1991-09-12,3346,minute.maid,17946,1,2.46,44147.159999999996
1991-09-19,3346,minute.maid,14671,1,2.4,35210.4
1991-09-26,3346,minute.maid,10830,1,2.43,26316.9
1991-10-03,3346,minute.maid,13794,1,2.54,35036.76
1991-10-10,3346,minute.maid,19382,1,2.16,41865.12
1991-10-17,3346,minute.maid,13839,1,1.98,27401.22
1991-10-24,3346,minute.maid,19065,1,2.54,48425.1
1991-10-31,3346,minute.maid,15118,1,2.6,39306.8
1991-11-07,3346,minute.maid,19676,1,2.43,47812.68
1991-11-14,3346,minute.maid,17367,1,2.05,35602.35
1991-11-21,3346,minute.maid,15872,1,2.35,37299.200000000004
1991-11-28,3346,minute.maid,19012,1,2.23,42396.76
1991-12-05,3346,minute.maid,19261,1,2.44,46996.84
1991-12-12,3346,minute.maid,13130,1,2.49,32693.700000000004
1991-12-19,3346,minute.maid,12983,1,2.06,26744.98
1991-12-26,3346,minute.maid,19344,1,2.31,44684.64
1992-01-02,3346,minute.maid,9024,1,2.05,18499.199999999997
1992-01-09,3346,minute.maid,16099,1,2.05,33002.95
1992-01-16,3346,minute.maid,9681,1,2.58,24976.98
1992-01-23,3346,minute.maid,19247,1,2.52,48502.44
1992-01-30,3346,minute.maid,15675,1,2.21,34641.75
1992-02-06,3346,minute.maid,12743,1,1.9,24211.699999999997
1992-02-13,3346,minute.maid,14082,1,2.21,31121.22
1992-02-20,3346,minute.maid,17070,1,2.55,43528.5
1992-02-27,3346,minute.maid,17577,1,2.17,38142.09
1992-03-05,3346,minute.maid,18150,1,2.61,47371.5
1992-03-12,3346,minute.maid,19792,1,1.9,37604.799999999996
1992-03-19,3346,minute.maid,10065,1,2.39,24055.350000000002
1992-03-26,3346,minute.maid,16164,1,2.12,34267.68
1992-04-02,3346,minute.maid,18518,1,2.64,48887.520000000004
1992-04-09,3346,minute.maid,17504,1,2.49,43584.96000000001
1992-04-16,3346,minute.maid,18040,1,2.2,39688.0
1992-04-23,3346,minute.maid,15588,1,2.4,37411.2
1992-04-30,3346,minute.maid,12029,1,2.28,27426.12
1992-05-07,3346,minute.maid,13062,1,2.19,28605.78
1992-05-14,3346,minute.maid,12407,1,1.99,24689.93
1992-05-21,3346,minute.maid,14389,1,2.29,32950.81
1992-05-28,3346,minute.maid,11341,1,1.97,22341.77
1992-06-04,3346,minute.maid,12952,1,2.14,27717.280000000002
1992-06-11,3346,minute.maid,17946,1,2.43,43608.780000000006
1992-06-18,3346,minute.maid,14500,1,2.64,38280.0
1992-06-25,3346,minute.maid,16446,1,2.14,35194.44
1992-07-02,3346,minute.maid,19253,1,2.66,51212.98
1992-07-09,3346,minute.maid,11286,1,2.03,22910.579999999998
1992-07-16,3346,minute.maid,13092,1,2.48,32468.16
1992-07-23,3346,minute.maid,11527,1,2.0,23054.0
1992-07-30,3346,minute.maid,18952,1,2.43,46053.36
1992-08-06,3346,minute.maid,9245,1,2.32,21448.399999999998
1992-08-13,3346,minute.maid,15133,1,2.26,34200.579999999994
1992-08-20,3346,minute.maid,10301,1,2.19,22559.19
1992-08-27,3346,minute.maid,14718,1,1.92,28258.559999999998
1992-09-03,3346,minute.maid,10385,1,2.2,22847.000000000004
1992-09-10,3346,minute.maid,17737,1,1.91,33877.67
1992-09-17,3346,minute.maid,15589,1,2.4,37413.6
1992-09-24,3346,minute.maid,11010,1,2.43,26754.300000000003
1992-10-01,3346,minute.maid,9648,1,2.0,19296.0
