WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,2545,dominicks,9258,1,2.45,22682.100000000002
1990-06-21,2545,dominicks,10291,1,2.58,26550.780000000002
1990-06-28,2545,dominicks,9191,1,1.9,17462.899999999998
1990-07-05,2545,dominicks,17618,1,2.12,37350.16
1990-07-12,2545,dominicks,19267,1,2.21,42580.07
1990-07-19,2545,dominicks,18322,1,2.59,47453.979999999996
1990-07-26,2545,dominicks,10211,1,2.56,26140.16
1990-08-02,2545,dominicks,9345,1,1.98,18503.1
1990-08-09,2545,dominicks,17272,1,2.03,35062.159999999996
1990-08-16,2545,dominicks,14456,1,2.17,31369.52
1990-08-23,2545,dominicks,11789,1,2.26,26643.139999999996
1990-08-30,2545,dominicks,18977,1,2.61,49529.97
1990-09-06,2545,dominicks,9156,1,2.37,21699.72
1990-09-13,2545,dominicks,18865,1,2.63,49614.95
1990-09-20,2545,dominicks,19881,1,2.6,51690.6
1990-09-27,2545,dominicks,9051,1,2.2,19912.2
1990-10-04,2545,dominicks,15547,1,2.02,31404.94
1990-10-11,2545,dominicks,17132,1,2.04,34949.28
1990-10-18,2545,dominicks,16404,1,1.95,31987.8
1990-10-25,2545,dominicks,18779,1,2.01,37745.78999999999
1990-11-01,2545,dominicks,16685,1,2.23,37207.55
1990-11-08,2545,dominicks,10416,1,2.06,21456.96
1990-11-15,2545,dominicks,12556,1,1.9,23856.399999999998
1990-11-22,2545,dominicks,17502,1,2.38,41654.759999999995
1990-11-29,2545,dominicks,18031,1,2.54,45798.74
1990-12-06,2545,dominicks,17894,1,1.97,35251.18
1990-12-13,2545,dominicks,14955,1,2.3,34396.5
1990-12-20,2545,dominicks,11239,1,2.28,25624.92
1990-12-27,2545,dominicks,10049,1,2.46,24720.54
1991-01-03,2545,dominicks,12650,1,2.52,31878.0
1991-01-10,2545,dominicks,14074,1,2.01,28288.739999999998
1991-01-17,2545,dominicks,19953,1,2.44,48685.32
1991-01-24,2545,dominicks,19811,1,2.49,49329.39000000001
1991-01-31,2545,dominicks,19596,1,2.08,40759.68
1991-02-07,2545,dominicks,15037,1,2.24,33682.880000000005
1991-02-14,2545,dominicks,13716,1,2.03,27843.479999999996
1991-02-21,2545,dominicks,18854,1,2.54,47889.16
1991-02-28,2545,dominicks,9902,1,2.0,19804.0
1991-03-07,2545,dominicks,13183,1,2.55,33616.649999999994
1991-03-14,2545,dominicks,17377,1,2.47,42921.19
1991-03-21,2545,dominicks,15452,1,2.46,38011.92
1991-03-28,2545,dominicks,11468,1,2.02,23165.36
1991-04-04,2545,dominicks,16621,1,2.23,37064.83
1991-04-11,2545,dominicks,19412,1,2.19,42512.28
1991-04-18,2545,dominicks,15578,1,2.41,37542.98
1991-04-25,2545,dominicks,11279,1,1.92,21655.68
1991-05-02,2545,dominicks,16264,1,2.56,41635.840000000004
1991-05-09,2545,dominicks,12759,1,2.33,29728.47
1991-05-16,2545,dominicks,19512,1,2.47,48194.64000000001
1991-05-23,2545,dominicks,16408,1,2.03,33308.24
1991-05-30,2545,dominicks,16381,1,2.09,34236.29
1991-06-06,2545,dominicks,18026,1,2.54,45786.04
1991-06-13,2545,dominicks,9586,1,2.28,21856.079999999998
1991-06-20,2545,dominicks,16404,1,2.04,33464.16
1991-06-27,2545,dominicks,12068,1,1.97,23773.96
1991-07-04,2545,dominicks,16189,1,2.35,38044.15
1991-07-11,2545,dominicks,9978,1,1.91,19057.98
1991-07-18,2545,dominicks,9904,1,1.95,19312.8
1991-07-25,2545,dominicks,11666,1,2.27,26481.82
1991-08-01,2545,dominicks,13378,1,2.38,31839.64
1991-08-08,2545,dominicks,9140,1,2.01,18371.399999999998
1991-08-15,2545,dominicks,16759,1,2.38,39886.42
1991-08-22,2545,dominicks,17611,1,2.46,43323.06
1991-08-29,2545,dominicks,14207,1,2.59,36796.13
1991-09-05,2545,dominicks,11300,1,2.0,22600.0
1991-09-12,2545,dominicks,15513,1,2.52,39092.76
1991-09-19,2545,dominicks,14274,1,2.0,28548.0
1991-09-26,2545,dominicks,9902,1,2.58,25547.16
1991-10-03,2545,dominicks,17391,1,1.91,33216.81
1991-10-10,2545,dominicks,12172,1,2.66,32377.52
1991-10-17,2545,dominicks,18786,1,2.53,47528.579999999994
1991-10-24,2545,dominicks,12762,1,2.51,32032.62
1991-10-31,2545,dominicks,16821,1,2.67,44912.07
1991-11-07,2545,dominicks,16894,1,2.43,41052.420000000006
1991-11-14,2545,dominicks,10891,1,1.98,21564.18
1991-11-21,2545,dominicks,16472,1,2.62,43156.64
1991-11-28,2545,dominicks,10347,1,2.01,20797.469999999998
1991-12-05,2545,dominicks,14031,1,2.02,28342.62
1991-12-12,2545,dominicks,15405,1,2.58,39744.9
1991-12-19,2545,dominicks,12449,1,2.24,27885.760000000002
1991-12-26,2545,dominicks,13456,1,1.97,26508.32
