WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,2977,tropicana,14633,1,2.28,33363.24
1990-06-21,2977,tropicana,11583,1,2.41,27915.030000000002
1990-06-28,2977,tropicana,11239,1,2.03,22815.17
1990-07-05,2977,tropicana,10594,1,2.2,23306.800000000003
1990-07-12,2977,tropicana,19115,1,2.64,50463.600000000006
1990-07-19,2977,tropicana,16150,1,2.57,41505.5
1990-07-26,2977,tropicana,10919,1,2.23,24349.37
1990-08-02,2977,tropicana,15825,1,2.04,32283.0
1990-08-09,2977,tropicana,13219,1,2.15,28420.85
1990-08-16,2977,tropicana,9246,1,2.04,18861.84
1990-08-23,2977,tropicana,15176,1,2.68,40671.68
1990-08-30,2977,tropicana,10293,1,2.17,22335.809999999998
1990-09-06,2977,tropicana,11872,1,1.95,23150.399999999998
1990-09-13,2977,tropicana,10918,1,1.9,20744.2
1990-09-20,2977,tropicana,9129,1,2.37,21635.73
1990-09-27,2977,tropicana,11845,1,2.52,29849.4
1990-10-04,2977,tropicana,13876,1,2.12,29417.120000000003
1990-10-11,2977,tropicana,19214,1,1.99,38235.86
1990-10-18,2977,tropicana,17845,1,2.41,43006.450000000004
1990-10-25,2977,tropicana,19637,1,2.33,45754.21
1990-11-01,2977,tropicana,10420,1,1.97,20527.4
1990-11-08,2977,tropicana,15840,1,2.24,35481.600000000006
1990-11-15,2977,tropicana,17251,1,2.0,34502.0
1990-11-22,2977,tropicana,18086,1,2.5,45215.0
1990-11-29,2977,tropicana,14854,1,2.1,31193.4
1990-12-06,2977,tropicana,9427,1,2.65,24981.55
1990-12-13,2977,tropicana,10488,1,2.26,23702.879999999997
1990-12-20,2977,tropicana,10188,1,1.98,20172.24
1990-12-27,2977,tropicana,16818,1,2.56,43054.08
1991-01-03,2977,tropicana,12759,1,2.31,29473.29
1991-01-10,2977,tropicana,19602,1,2.04,39988.08
1991-01-17,2977,tropicana,12412,1,2.6,32271.2
1991-01-24,2977,tropicana,18310,1,1.99,36436.9
1991-01-31,2977,tropicana,16970,1,1.91,32412.699999999997
1991-02-07,2977,tropicana,12869,1,2.07,26638.829999999998
1991-02-14,2977,tropicana,12829,1,2.53,32457.37
1991-02-21,2977,tropicana,12154,1,2.49,30263.460000000003
1991-02-28,2977,tropicana,16910,1,2.18,36863.8
1991-03-07,2977,tropicana,13418,1,2.54,34081.72
1991-03-14,2977,tropicana,16500,1,2.0,33000.0
1991-03-21,2977,tropicana,18383,1,2.42,44486.86
1991-03-28,2977,tropicana,14397,1,2.69,38727.93
1991-04-04,2977,tropicana,14753,1,2.61,38505.33
1991-04-11,2977,tropicana,12387,1,2.34,28985.579999999998
1991-04-18,2977,tropicana,10579,1,2.38,25178.02
1991-04-25,2977,tropicana,14487,1,2.68,38825.16
1991-05-02,2977,tropicana,11000,1,2.29,25190.0
1991-05-09,2977,tropicana,10004,1,2.48,24809.92
1991-05-16,2977,tropicana,16056,1,2.48,39818.88
1991-05-23,2977,tropicana,14562,1,2.68,39026.16
1991-05-30,2977,tropicana,11249,1,2.38,26772.62
1991-06-06,2977,tropicana,15065,1,2.29,34498.85
1991-06-13,2977,tropicana,10073,1,2.44,24578.12
1991-06-20,2977,tropicana,18730,1,2.32,43453.6
1991-06-27,2977,tropicana,13223,1,2.24,29619.520000000004
1991-07-04,2977,tropicana,10598,1,2.56,27130.88
1991-07-11,2977,tropicana,10706,1,1.98,21197.88
1991-07-18,2977,tropicana,17944,1,2.22,39835.68
1991-07-25,2977,tropicana,9407,1,2.24,21071.68
1991-08-01,2977,tropicana,10685,1,2.1,22438.5
1991-08-08,2977,tropicana,10371,1,2.5,25927.5
