WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3670,minute.maid,17319,1,2.6,45029.4
1990-06-21,3670,minute.maid,10738,1,2.16,23194.08
1990-06-28,3670,minute.maid,9302,1,2.05,19069.1
1990-07-05,3670,minute.maid,16557,1,2.04,33776.28
1990-07-12,3670,minute.maid,16596,1,1.94,32196.239999999998
1990-07-19,3670,minute.maid,17084,1,2.65,45272.6
1990-07-26,3670,minute.maid,10145,1,2.54,25768.3
1990-08-02,3670,minute.maid,15049,1,2.64,39729.36
1990-08-09,3670,minute.maid,9510,1,2.1,19971.0
1990-08-16,3670,minute.maid,19049,1,2.6,49527.4
1990-08-23,3670,minute.maid,15900,1,2.1,33390.0
1990-08-30,3670,minute.maid,13517,1,2.38,32170.46
1990-09-06,3670,minute.maid,14679,1,2.65,38899.35
1990-09-13,3670,minute.maid,17155,1,2.2,37741.0
1990-09-20,3670,minute.maid,17210,1,2.69,46294.9
1990-09-27,3670,minute.maid,15117,1,2.3,34769.1
1990-10-04,3670,minute.maid,12014,1,2.21,26550.94
1990-10-11,3670,minute.maid,19418,1,2.53,49127.53999999999
1990-10-18,3670,minute.maid,11623,1,2.09,24292.07
1990-10-25,3670,minute.maid,13782,1,2.58,35557.56
1990-11-01,3670,minute.maid,16148,1,2.19,35364.12
1990-11-08,3670,minute.maid,10898,1,2.1,22885.8
1990-11-15,3670,minute.maid,13699,1,2.27,31096.73
1990-11-22,3670,minute.maid,9630,1,2.14,20608.2
1990-11-29,3670,minute.maid,13392,1,2.34,31337.28
1990-12-06,3670,minute.maid,12151,1,2.24,27218.24
1990-12-13,3670,minute.maid,9903,1,1.92,19013.76
1990-12-20,3670,minute.maid,16359,1,1.96,32063.64
1990-12-27,3670,minute.maid,14975,1,2.01,30099.749999999996
1991-01-03,3670,minute.maid,16833,1,2.37,39894.21
1991-01-10,3670,minute.maid,12817,1,2.43,31145.31
1991-01-17,3670,minute.maid,17075,1,1.94,33125.5
1991-01-24,3670,minute.maid,18355,1,2.67,49007.85
1991-01-31,3670,minute.maid,14373,1,2.32,33345.36
1991-02-07,3670,minute.maid,14246,1,2.0,28492.0
1991-02-14,3670,minute.maid,11784,1,2.45,28870.800000000003
1991-02-21,3670,minute.maid,18891,1,1.9,35892.9
1991-02-28,3670,minute.maid,12819,1,2.47,31662.930000000004
1991-03-07,3670,minute.maid,11485,1,2.06,23659.100000000002
1991-03-14,3670,minute.maid,12377,1,2.32,28714.64
1991-03-21,3670,minute.maid,12921,1,2.54,32819.340000000004
1991-03-28,3670,minute.maid,14013,1,2.08,29147.04
1991-04-04,3670,minute.maid,12775,1,2.2,28105.000000000004
1991-04-11,3670,minute.maid,18081,1,2.62,47372.22
1991-04-18,3670,minute.maid,14011,1,1.94,27181.34
1991-04-25,3670,minute.maid,14567,1,2.37,34523.79
1991-05-02,3670,minute.maid,19032,1,2.56,48721.92
1991-05-09,3670,minute.maid,19342,1,2.59,50095.78
1991-05-16,3670,minute.maid,19014,1,2.54,48295.56
1991-05-23,3670,minute.maid,13786,1,2.15,29639.899999999998
1991-05-30,3670,minute.maid,17552,1,2.5,43880.0
1991-06-06,3670,minute.maid,17404,1,2.43,42291.72
1991-06-13,3670,minute.maid,12034,1,2.33,28039.22
1991-06-20,3670,minute.maid,19587,1,2.61,51122.07
1991-06-27,3670,minute.maid,10682,1,2.61,27880.02
1991-07-04,3670,minute.maid,11855,1,2.05,24302.749999999996
1991-07-11,3670,minute.maid,10672,1,2.15,22944.8
1991-07-18,3670,minute.maid,17539,1,2.35,41216.65
1991-07-25,3670,minute.maid,11917,1,2.22,26455.74
1991-08-01,3670,minute.maid,14626,1,2.15,31445.899999999998
1991-08-08,3670,minute.maid,13432,1,2.34,31430.879999999997
1991-08-15,3670,minute.maid,14284,1,1.98,28282.32
1991-08-22,3670,minute.maid,14673,1,2.55,37416.149999999994
1991-08-29,3670,minute.maid,12675,1,2.04,25857.0
1991-09-05,3670,minute.maid,15521,1,2.02,31352.420000000002
1991-09-12,3670,minute.maid,17895,1,2.21,39547.95
1991-09-19,3670,minute.maid,11752,1,2.28,26794.559999999998
1991-09-26,3670,minute.maid,15959,1,2.35,37503.65
1991-10-03,3670,minute.maid,12539,1,2.02,25328.78
1991-10-10,3670,minute.maid,11010,1,2.51,27635.1
1991-10-17,3670,minute.maid,14081,1,2.54,35765.74
1991-10-24,3670,minute.maid,9155,1,1.94,17760.7
1991-10-31,3670,minute.maid,13244,1,2.46,32580.239999999998
1991-11-07,3670,minute.maid,11283,1,2.1,23694.3
1991-11-14,3670,minute.maid,13710,1,2.15,29476.5
1991-11-21,3670,minute.maid,14342,1,2.63,37719.46
1991-11-28,3670,minute.maid,15459,1,2.07,32000.129999999997
1991-12-05,3670,minute.maid,17469,1,2.29,40004.01
1991-12-12,3670,minute.maid,12122,1,2.39,28971.58
1991-12-19,3670,minute.maid,14719,1,2.55,37533.45
1991-12-26,3670,minute.maid,17851,1,2.42,43199.42
1992-01-02,3670,minute.maid,19984,1,2.28,45563.52
1992-01-09,3670,minute.maid,17394,1,2.44,42441.36
1992-01-16,3670,minute.maid,17544,1,2.65,46491.6
1992-01-23,3670,minute.maid,19859,1,2.18,43292.62
1992-01-30,3670,minute.maid,14447,1,1.95,28171.649999999998
1992-02-06,3670,minute.maid,9581,1,2.46,23569.26
1992-02-13,3670,minute.maid,19805,1,2.15,42580.75
1992-02-20,3670,minute.maid,13374,1,2.68,35842.32
1992-02-27,3670,minute.maid,12903,1,2.46,31741.38
1992-03-05,3670,minute.maid,9146,1,1.91,17468.86
1992-03-12,3670,minute.maid,9747,1,2.24,21833.280000000002
1992-03-19,3670,minute.maid,9359,1,2.65,24801.35
1992-03-26,3670,minute.maid,13435,1,2.05,27541.749999999996
1992-04-02,3670,minute.maid,14080,1,2.44,34355.2
1992-04-09,3670,minute.maid,18617,1,2.42,45053.14
1992-04-16,3670,minute.maid,17804,1,2.6,46290.4
1992-04-23,3670,minute.maid,9626,1,2.05,19733.3
1992-04-30,3670,minute.maid,12953,1,1.97,25517.41
1992-05-07,3670,minute.maid,13139,1,2.62,34424.18
1992-05-14,3670,minute.maid,14762,1,2.23,32919.26
1992-05-21,3670,minute.maid,9773,1,2.24,21891.52
1992-05-28,3670,minute.maid,15611,1,2.5,39027.5
1992-06-04,3670,minute.maid,15017,1,2.48,37242.159999999996
1992-06-11,3670,minute.maid,16953,1,2.24,37974.72
1992-06-18,3670,minute.maid,16310,1,1.92,31315.199999999997
1992-06-25,3670,minute.maid,14473,1,1.94,28077.62
1992-07-02,3670,minute.maid,10797,1,2.53,27316.409999999996
1992-07-09,3670,minute.maid,9533,1,2.27,21639.91
1992-07-16,3670,minute.maid,9284,1,2.42,22467.28
1992-07-23,3670,minute.maid,16665,1,2.16,35996.4
1992-07-30,3670,minute.maid,18642,1,2.47,46045.740000000005
1992-08-06,3670,minute.maid,9007,1,2.1,18914.7
1992-08-13,3670,minute.maid,15727,1,2.3,36172.1
1992-08-20,3670,minute.maid,9034,1,2.29,20687.86
1992-08-27,3670,minute.maid,14310,1,2.22,31768.200000000004
1992-09-03,3670,minute.maid,19410,1,2.36,45807.6
1992-09-10,3670,minute.maid,11849,1,2.57,30451.929999999997
1992-09-17,3670,minute.maid,15326,1,2.34,35862.84
1992-09-24,3670,minute.maid,10363,1,1.93,20000.59
1992-10-01,3670,minute.maid,18889,1,2.35,44389.15
