WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3966,tropicana,9904,1,2.43,24066.72
1990-06-21,3966,tropicana,11941,1,2.1,25076.100000000002
1990-06-28,3966,tropicana,14164,1,2.23,31585.72
1990-07-05,3966,tropicana,12569,1,2.05,25766.449999999997
1990-07-12,3966,tropicana,9343,1,2.18,20367.74
1990-07-19,3966,tropicana,11440,1,2.18,24939.2
1990-07-26,3966,tropicana,10204,1,2.36,24081.44
1990-08-02,3966,tropicana,11135,1,1.92,21379.2
1990-08-09,3966,tropicana,14347,1,2.12,30415.640000000003
1990-08-16,3966,tropicana,13479,1,1.92,25879.68
1990-08-23,3966,tropicana,19529,1,2.28,44526.119999999995
1990-08-30,3966,tropicana,16324,1,2.55,41626.2
1990-09-06,3966,tropicana,19637,1,2.63,51645.31
1990-09-13,3966,tropicana,15895,1,2.33,37035.35
1990-09-20,3966,tropicana,13082,1,2.49,32574.180000000004
1990-09-27,3966,tropicana,17075,1,1.91,32613.25
1990-10-04,3966,tropicana,16087,1,2.38,38287.06
1990-10-11,3966,tropicana,14905,1,2.45,36517.25
1990-10-18,3966,tropicana,18543,1,2.08,38569.44
1990-10-25,3966,tropicana,14318,1,2.03,29065.539999999997
1990-11-01,3966,tropicana,19482,1,2.39,46561.98
1990-11-08,3966,tropicana,10636,1,1.92,20421.12
1990-11-15,3966,tropicana,19824,1,2.64,52335.36
1990-11-22,3966,tropicana,16740,1,1.99,33312.6
1990-11-29,3966,tropicana,12394,1,2.15,26647.1
1990-12-06,3966,tropicana,16209,1,2.14,34687.26
1990-12-13,3966,tropicana,12808,1,2.06,26384.48
1990-12-20,3966,tropicana,9590,1,2.12,20330.8
1990-12-27,3966,tropicana,11685,1,2.29,26758.65
1991-01-03,3966,tropicana,19038,1,2.51,47785.38
1991-01-10,3966,tropicana,9435,1,2.03,19153.05
1991-01-17,3966,tropicana,19199,1,2.36,45309.64
1991-01-24,3966,tropicana,16105,1,2.06,33176.3
1991-01-31,3966,tropicana,15315,1,2.28,34918.2
1991-02-07,3966,tropicana,11097,1,1.99,22083.03
1991-02-14,3966,tropicana,16494,1,2.51,41399.939999999995
1991-02-21,3966,tropicana,14938,1,2.6,38838.8
1991-02-28,3966,tropicana,16765,1,2.14,35877.1
1991-03-07,3966,tropicana,12717,1,2.08,26451.36
1991-03-14,3966,tropicana,13162,1,2.3,30272.6
1991-03-21,3966,tropicana,14561,1,2.36,34363.96
1991-03-28,3966,tropicana,15020,1,2.06,30941.2
1991-04-04,3966,tropicana,16170,1,2.29,37029.3
1991-04-11,3966,tropicana,14994,1,2.15,32237.1
1991-04-18,3966,tropicana,12542,1,2.07,25961.94
1991-04-25,3966,tropicana,10684,1,2.51,26816.839999999997
1991-05-02,3966,tropicana,16741,1,2.45,41015.450000000004
1991-05-09,3966,tropicana,16157,1,2.36,38130.52
1991-05-16,3966,tropicana,16514,1,2.34,38642.759999999995
1991-05-23,3966,tropicana,12182,1,1.9,23145.8
1991-05-30,3966,tropicana,11309,1,2.65,29968.85
1991-06-06,3966,tropicana,11334,1,2.0,22668.0
1991-06-13,3966,tropicana,9496,1,2.35,22315.600000000002
1991-06-20,3966,tropicana,17434,1,2.3,40098.2
1991-06-27,3966,tropicana,12347,1,2.63,32472.609999999997
1991-07-04,3966,tropicana,16196,1,2.67,43243.32
1991-07-11,3966,tropicana,12035,1,2.32,27921.199999999997
1991-07-18,3966,tropicana,19962,1,2.14,42718.68
1991-07-25,3966,tropicana,16970,1,2.6,44122.0
1991-08-01,3966,tropicana,17603,1,2.37,41719.11
1991-08-08,3966,tropicana,15566,1,2.51,39070.659999999996
1991-08-15,3966,tropicana,18548,1,2.15,39878.2
1991-08-22,3966,tropicana,19970,1,2.57,51322.899999999994
1991-08-29,3966,tropicana,11585,1,2.68,31047.800000000003
1991-09-05,3966,tropicana,14792,1,2.62,38755.04
1991-09-12,3966,tropicana,9169,1,1.99,18246.31
1991-09-19,3966,tropicana,10833,1,2.1,22749.3
1991-09-26,3966,tropicana,10649,1,2.34,24918.66
1991-10-03,3966,tropicana,11537,1,2.54,29303.98
1991-10-10,3966,tropicana,19247,1,2.11,40611.17
1991-10-17,3966,tropicana,13328,1,2.52,33586.56
1991-10-24,3966,tropicana,18049,1,2.12,38263.880000000005
1991-10-31,3966,tropicana,9336,1,2.46,22966.56
1991-11-07,3966,tropicana,10954,1,2.34,25632.359999999997
1991-11-14,3966,tropicana,11196,1,2.43,27206.280000000002
1991-11-21,3966,tropicana,14734,1,2.34,34477.56
1991-11-28,3966,tropicana,18482,1,2.0,36964.0
1991-12-05,3966,tropicana,18735,1,2.27,42528.45
1991-12-12,3966,tropicana,15709,1,2.58,40529.22
1991-12-19,3966,tropicana,12018,1,1.94,23314.92
1991-12-26,3966,tropicana,13757,1,2.17,29852.69
1992-01-02,3966,tropicana,10346,1,2.52,26071.920000000002
1992-01-09,3966,tropicana,13333,1,2.41,32132.530000000002
1992-01-16,3966,tropicana,11830,1,2.69,31822.7
1992-01-23,3966,tropicana,17997,1,2.19,39413.43
1992-01-30,3966,tropicana,14248,1,2.49,35477.520000000004
1992-02-06,3966,tropicana,10294,1,1.9,19558.6
1992-02-13,3966,tropicana,9190,1,2.15,19758.5
1992-02-20,3966,tropicana,11484,1,2.59,29743.559999999998
1992-02-27,3966,tropicana,19096,1,2.28,43538.88
1992-03-05,3966,tropicana,13386,1,2.02,27039.72
1992-03-12,3966,tropicana,9103,1,2.33,21209.99
1992-03-19,3966,tropicana,11332,1,1.95,22097.399999999998
1992-03-26,3966,tropicana,17132,1,2.1,35977.200000000004
1992-04-02,3966,tropicana,9188,1,2.32,21316.16
1992-04-09,3966,tropicana,16865,1,2.1,35416.5
1992-04-16,3966,tropicana,9653,1,2.4,23167.2
1992-04-23,3966,tropicana,19158,1,2.32,44446.56
1992-04-30,3966,tropicana,19890,1,2.05,40774.5
1992-05-07,3966,tropicana,16880,1,1.9,32072.0
1992-05-14,3966,tropicana,17859,1,2.3,41075.7
1992-05-21,3966,tropicana,14244,1,2.62,37319.28
1992-05-28,3966,tropicana,10784,1,2.41,25989.440000000002
1992-06-04,3966,tropicana,9760,1,2.67,26059.2
1992-06-11,3966,tropicana,17840,1,2.29,40853.6
1992-06-18,3966,tropicana,10109,1,2.55,25777.949999999997
1992-06-25,3966,tropicana,19206,1,2.58,49551.48
1992-07-02,3966,tropicana,15922,1,2.12,33754.64
