WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,2851,minute.maid,10315,1,2.16,22280.4
1990-06-21,2851,minute.maid,14321,1,2.02,28928.420000000002
1990-06-28,2851,minute.maid,16089,1,2.65,42635.85
1990-07-05,2851,minute.maid,9074,1,2.51,22775.739999999998
1990-07-12,2851,minute.maid,10482,1,2.24,23479.680000000004
1990-07-19,2851,minute.maid,19685,1,2.35,46259.75
1990-07-26,2851,minute.maid,16222,1,2.1,34066.200000000004
1990-08-02,2851,minute.maid,10165,1,2.5,25412.5
1990-08-09,2851,minute.maid,18136,1,2.17,39355.119999999995
1990-08-16,2851,minute.maid,19973,1,2.25,44939.25
1990-08-23,2851,minute.maid,18006,1,2.6,46815.6
1990-08-30,2851,minute.maid,12609,1,2.09,26352.809999999998
1990-09-06,2851,minute.maid,16188,1,2.57,41603.159999999996
1990-09-13,2851,minute.maid,15812,1,2.61,41269.32
1990-09-20,2851,minute.maid,17883,1,1.93,34514.19
1990-09-27,2851,minute.maid,10644,1,2.3,24481.199999999997
1990-10-04,2851,minute.maid,14195,1,2.18,30945.100000000002
1990-10-11,2851,minute.maid,13190,1,2.4,31656.0
1990-10-18,2851,minute.maid,9392,1,2.1,19723.2
1990-10-25,2851,minute.maid,10346,1,2.45,25347.7
1990-11-01,2851,minute.maid,9384,1,2.07,19424.879999999997
1990-11-08,2851,minute.maid,18837,1,2.01,37862.369999999995
1990-11-15,2851,minute.maid,15982,1,2.58,41233.56
1990-11-22,2851,minute.maid,11916,1,2.44,29075.04
1990-11-29,2851,minute.maid,16753,1,1.95,32668.35
1990-12-06,2851,minute.maid,16135,1,2.58,41628.3
1990-12-13,2851,minute.maid,10929,1,2.45,26776.050000000003
1990-12-20,2851,minute.maid,17587,1,2.35,41329.450000000004
1990-12-27,2851,minute.maid,14606,1,2.11,30818.66
1991-01-03,2851,minute.maid,13217,1,2.02,26698.34
1991-01-10,2851,minute.maid,18231,1,2.39,43572.090000000004
1991-01-17,2851,minute.maid,17679,1,2.5,44197.5
1991-01-24,2851,minute.maid,12133,1,2.29,27784.57
1991-01-31,2851,minute.maid,16789,1,2.03,34081.67
1991-02-07,2851,minute.maid,14429,1,1.99,28713.71
1991-02-14,2851,minute.maid,9655,1,2.32,22399.6
1991-02-21,2851,minute.maid,14003,1,2.05,28706.149999999998
1991-02-28,2851,minute.maid,16577,1,2.53,41939.81
1991-03-07,2851,minute.maid,13289,1,2.59,34418.509999999995
1991-03-14,2851,minute.maid,15676,1,2.66,41698.16
1991-03-21,2851,minute.maid,18240,1,2.43,44323.200000000004
1991-03-28,2851,minute.maid,16769,1,1.94,32531.86
1991-04-04,2851,minute.maid,14848,1,2.66,39495.68
1991-04-11,2851,minute.maid,19904,1,2.29,45580.16
1991-04-18,2851,minute.maid,16126,1,1.93,31123.18
1991-04-25,2851,minute.maid,18996,1,2.54,48249.840000000004
1991-05-02,2851,minute.maid,11652,1,2.07,24119.64
1991-05-09,2851,minute.maid,17885,1,2.43,43460.55
1991-05-16,2851,minute.maid,17337,1,2.19,37968.03
1991-05-23,2851,minute.maid,17788,1,1.91,33975.08
1991-05-30,2851,minute.maid,15703,1,2.33,36587.99
1991-06-06,2851,minute.maid,13335,1,2.33,31070.55
1991-06-13,2851,minute.maid,9470,1,1.95,18466.5
1991-06-20,2851,minute.maid,10715,1,2.04,21858.600000000002
1991-06-27,2851,minute.maid,10063,1,2.68,26968.84
1991-07-04,2851,minute.maid,19707,1,2.23,43946.61
1991-07-11,2851,minute.maid,18573,1,2.45,45503.850000000006
1991-07-18,2851,minute.maid,9007,1,1.93,17383.51
1991-07-25,2851,minute.maid,12866,1,2.59,33322.939999999995
1991-08-01,2851,minute.maid,16767,1,1.94,32527.98
1991-08-08,2851,minute.maid,10092,1,2.22,22404.24
1991-08-15,2851,minute.maid,10336,1,2.5,25840.0
1991-08-22,2851,minute.maid,9560,1,1.96,18737.6
1991-08-29,2851,minute.maid,19816,1,2.4,47558.4
1991-09-05,2851,minute.maid,13246,1,2.68,35499.28
1991-09-12,2851,minute.maid,9532,1,2.5,23830.0
1991-09-19,2851,minute.maid,12451,1,2.28,28388.28
1991-09-26,2851,minute.maid,18471,1,2.57,47470.469999999994
1991-10-03,2851,minute.maid,14087,1,2.34,32963.579999999994
1991-10-10,2851,minute.maid,18449,1,2.05,37820.45
1991-10-17,2851,minute.maid,14173,1,2.69,38125.37
1991-10-24,2851,minute.maid,18742,1,2.25,42169.5
1991-10-31,2851,minute.maid,16291,1,2.41,39261.310000000005
1991-11-07,2851,minute.maid,16472,1,2.5,41180.0
1991-11-14,2851,minute.maid,18480,1,2.57,47493.6
1991-11-21,2851,minute.maid,19159,1,2.42,46364.78
1991-11-28,2851,minute.maid,12040,1,2.15,25886.0
1991-12-05,2851,minute.maid,14924,1,1.91,28504.84
1991-12-12,2851,minute.maid,19919,1,2.23,44419.37
1991-12-19,2851,minute.maid,12668,1,2.37,30023.16
1991-12-26,2851,minute.maid,12201,1,2.64,32210.640000000003
1992-01-02,2851,minute.maid,16834,1,2.66,44778.44
1992-01-09,2851,minute.maid,17924,1,2.45,43913.8
1992-01-16,2851,minute.maid,14494,1,2.3,33336.2
1992-01-23,2851,minute.maid,12619,1,2.1,26499.9
1992-01-30,2851,minute.maid,16546,1,2.25,37228.5
1992-02-06,2851,minute.maid,11654,1,2.41,28086.140000000003
1992-02-13,2851,minute.maid,11198,1,2.07,23179.859999999997
1992-02-20,2851,minute.maid,13336,1,2.06,27472.16
1992-02-27,2851,minute.maid,12006,1,2.68,32176.08
1992-03-05,2851,minute.maid,16123,1,2.11,34019.53
1992-03-12,2851,minute.maid,9826,1,2.5,24565.0
