WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,149,dominicks,17461,1,2.46,42954.06
1990-06-21,149,dominicks,13421,1,2.09,28049.89
1990-06-28,149,dominicks,16899,1,2.54,42923.46
1990-07-05,149,dominicks,11223,1,2.3,25812.899999999998
1990-07-12,149,dominicks,14601,1,2.14,31246.140000000003
1990-07-19,149,dominicks,14006,1,2.14,29972.84
1990-07-26,149,dominicks,19167,1,2.32,44467.439999999995
1990-08-02,149,dominicks,13638,1,1.94,26457.719999999998
1990-08-09,149,dominicks,17604,1,2.26,39785.03999999999
1990-08-16,149,dominicks,18730,1,1.9,35587.0
1990-08-23,149,dominicks,12052,1,1.99,23983.48
1990-08-30,149,dominicks,18833,1,2.67,50284.11
1990-09-06,149,dominicks,19782,1,2.44,48268.08
1990-09-13,149,dominicks,14228,1,2.6,36992.8
1990-09-20,149,dominicks,9600,1,2.28,21887.999999999996
1990-09-27,149,dominicks,14584,1,2.62,38210.08
1990-10-04,149,dominicks,18869,1,2.32,43776.079999999994
1990-10-11,149,dominicks,16737,1,2.12,35482.44
1990-10-18,149,dominicks,11798,1,2.31,27253.38
1990-10-25,149,dominicks,13158,1,2.35,30921.300000000003
1990-11-01,149,dominicks,13785,1,2.69,37081.65
1990-11-08,149,dominicks,10830,1,2.46,26641.8
1990-11-15,149,dominicks,16336,1,2.23,36429.28
1990-11-22,149,dominicks,19800,1,2.58,51084.0
1990-11-29,149,dominicks,19449,1,2.61,50761.89
1990-12-06,149,dominicks,10476,1,2.28,23885.28
1990-12-13,149,dominicks,14449,1,2.45,35400.05
1990-12-20,149,dominicks,11128,1,2.54,28265.12
1990-12-27,149,dominicks,16503,1,2.4,39607.2
1991-01-03,149,dominicks,16011,1,2.47,39547.170000000006
1991-01-10,149,dominicks,13626,1,2.04,27797.04
1991-01-17,149,dominicks,10863,1,2.23,24224.49
1991-01-24,149,dominicks,10123,1,2.37,23991.510000000002
1991-01-31,149,dominicks,13494,1,2.66,35894.04
1991-02-07,149,dominicks,11460,1,2.39,27389.4
1991-02-14,149,dominicks,12141,1,1.9,23067.899999999998
1991-02-21,149,dominicks,15827,1,2.3,36402.1
1991-02-28,149,dominicks,17816,1,2.45,43649.200000000004
1991-03-07,149,dominicks,11884,1,2.28,27095.519999999997
1991-03-14,149,dominicks,19128,1,2.44,46672.32
1991-03-21,149,dominicks,17806,1,1.94,34543.64
1991-03-28,149,dominicks,14095,1,2.5,35237.5
1991-04-04,149,dominicks,14358,1,2.41,34602.78
1991-04-11,149,dominicks,16743,1,2.01,33653.42999999999
1991-04-18,149,dominicks,18520,1,2.06,38151.200000000004
1991-04-25,149,dominicks,19737,1,2.48,48947.76
1991-05-02,149,dominicks,10352,1,2.43,25155.36
1991-05-09,149,dominicks,19910,1,2.43,48381.3
1991-05-16,149,dominicks,18545,1,2.08,38573.6
1991-05-23,149,dominicks,17989,1,2.29,41194.81
1991-05-30,149,dominicks,15929,1,2.34,37273.86
1991-06-06,149,dominicks,15980,1,1.94,31001.2
1991-06-13,149,dominicks,12053,1,2.33,28083.49
1991-06-20,149,dominicks,13883,1,2.23,30959.09
1991-06-27,149,dominicks,18394,1,2.18,40098.920000000006
1991-07-04,149,dominicks,15103,1,2.24,33830.72
1991-07-11,149,dominicks,14548,1,2.55,37097.399999999994
1991-07-18,149,dominicks,9481,1,2.45,23228.45
1991-07-25,149,dominicks,9365,1,2.55,23880.75
1991-08-01,149,dominicks,9425,1,2.16,20358.0
1991-08-08,149,dominicks,11048,1,2.06,22758.88
1991-08-15,149,dominicks,15424,1,1.94,29922.559999999998
1991-08-22,149,dominicks,17524,1,1.97,34522.28
1991-08-29,149,dominicks,15969,1,2.5,39922.5
1991-09-05,149,dominicks,16606,1,2.08,34540.48
1991-09-12,149,dominicks,17682,1,2.06,36424.92
1991-09-19,149,dominicks,10815,1,2.36,25523.399999999998
1991-09-26,149,dominicks,12400,1,2.37,29388.0
1991-10-03,149,dominicks,14502,1,2.39,34659.78
1991-10-10,149,dominicks,10895,1,1.95,21245.25
1991-10-17,149,dominicks,14892,1,2.4,35740.799999999996
1991-10-24,149,dominicks,19334,1,2.51,48528.34
1991-10-31,149,dominicks,12921,1,1.95,25195.95
1991-11-07,149,dominicks,11551,1,2.69,31072.19
1991-11-14,149,dominicks,11405,1,2.38,27143.899999999998
1991-11-21,149,dominicks,13308,1,2.46,32737.68
1991-11-28,149,dominicks,18658,1,2.6,48510.8
1991-12-05,149,dominicks,15150,1,2.0,30300.0
1991-12-12,149,dominicks,14384,1,2.57,36966.88
1991-12-19,149,dominicks,18879,1,2.01,37946.78999999999
1991-12-26,149,dominicks,16459,1,2.46,40489.14
1992-01-02,149,dominicks,19995,1,2.62,52386.9
1992-01-09,149,dominicks,11312,1,2.48,28053.76
1992-01-16,149,dominicks,18306,1,2.27,41554.62
1992-01-23,149,dominicks,19452,1,2.6,50575.200000000004
1992-01-30,149,dominicks,19396,1,2.62,50817.520000000004
1992-02-06,149,dominicks,12083,1,2.5,30207.5
1992-02-13,149,dominicks,10571,1,2.54,26850.34
1992-02-20,149,dominicks,16295,1,2.24,36500.8
1992-02-27,149,dominicks,15399,1,2.23,34339.77
1992-03-05,149,dominicks,12892,1,2.4,30940.8
1992-03-12,149,dominicks,11814,1,2.1,24809.4
1992-03-19,149,dominicks,12196,1,2.58,31465.68
1992-03-26,149,dominicks,18520,1,2.26,41855.2
1992-04-02,149,dominicks,10155,1,2.5,25387.5
1992-04-09,149,dominicks,16422,1,2.02,33172.44
1992-04-16,149,dominicks,15604,1,2.31,36045.24
1992-04-23,149,dominicks,9220,1,2.56,23603.2
1992-04-30,149,dominicks,11224,1,2.22,24917.280000000002
1992-05-07,149,dominicks,15759,1,2.09,32936.31
1992-05-14,149,dominicks,19415,1,2.5,48537.5
1992-05-21,149,dominicks,18651,1,2.68,49984.68
1992-05-28,149,dominicks,11233,1,2.33,26172.89
1992-06-04,149,dominicks,17892,1,2.61,46698.119999999995
1992-06-11,149,dominicks,17083,1,2.35,40145.05
1992-06-18,149,dominicks,15721,1,2.12,33328.520000000004
1992-06-25,149,dominicks,10317,1,2.1,21665.7
1992-07-02,149,dominicks,14920,1,2.51,37449.2
1992-07-09,149,dominicks,10255,1,2.06,21125.3
1992-07-16,149,dominicks,12787,1,2.64,33757.68
1992-07-23,149,dominicks,11357,1,2.42,27483.94
1992-07-30,149,dominicks,18861,1,2.11,39796.71
1992-08-06,149,dominicks,13921,1,2.35,32714.350000000002
1992-08-13,149,dominicks,16982,1,2.02,34303.64
1992-08-20,149,dominicks,19210,1,2.61,50138.1
1992-08-27,149,dominicks,10138,1,2.05,20782.899999999998
1992-09-03,149,dominicks,9364,1,2.44,22848.16
1992-09-10,149,dominicks,17094,1,2.32,39658.079999999994
1992-09-17,149,dominicks,16406,1,2.26,37077.56
1992-09-24,149,dominicks,14602,1,2.13,31102.26
1992-10-01,149,dominicks,17536,1,2.45,42963.200000000004
