WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3769,minute.maid,12176,1,2.53,30805.28
1990-06-21,3769,minute.maid,15950,1,2.49,39715.5
1990-06-28,3769,minute.maid,19558,1,2.31,45178.98
1990-07-05,3769,minute.maid,18215,1,2.13,38797.95
1990-07-12,3769,minute.maid,11162,1,2.59,28909.579999999998
1990-07-19,3769,minute.maid,12154,1,2.41,29291.140000000003
1990-07-26,3769,minute.maid,10236,1,2.23,22826.28
1990-08-02,3769,minute.maid,19620,1,2.17,42575.4
1990-08-09,3769,minute.maid,12823,1,1.98,25389.54
1990-08-16,3769,minute.maid,10514,1,2.26,23761.64
1990-08-23,3769,minute.maid,16953,1,1.92,32549.76
1990-08-30,3769,minute.maid,15322,1,2.07,31716.539999999997
1990-09-06,3769,minute.maid,10937,1,2.62,28654.940000000002
1990-09-13,3769,minute.maid,16049,1,2.59,41566.909999999996
1990-09-20,3769,minute.maid,15838,1,2.53,40070.14
1990-09-27,3769,minute.maid,19616,1,2.63,51590.079999999994
1990-10-04,3769,minute.maid,11157,1,2.15,23987.55
1990-10-11,3769,minute.maid,15398,1,2.06,31719.88
1990-10-18,3769,minute.maid,12726,1,2.27,28888.02
1990-10-25,3769,minute.maid,9552,1,2.33,22256.16
1990-11-01,3769,minute.maid,9212,1,2.63,24227.559999999998
1990-11-08,3769,minute.maid,9967,1,2.13,21229.71
1990-11-15,3769,minute.maid,9908,1,2.29,22689.32
1990-11-22,3769,minute.maid,13499,1,1.92,25918.079999999998
1990-11-29,3769,minute.maid,11241,1,1.94,21807.54
1990-12-06,3769,minute.maid,17881,1,2.07,37013.67
1990-12-13,3769,minute.maid,17242,1,2.09,36035.78
1990-12-20,3769,minute.maid,13806,1,2.43,33548.58
1990-12-27,3769,minute.maid,19998,1,2.21,44195.58
1991-01-03,3769,minute.maid,9877,1,2.3,22717.1
1991-01-10,3769,minute.maid,18982,1,1.97,37394.54
1991-01-17,3769,minute.maid,13895,1,2.32,32236.399999999998
1991-01-24,3769,minute.maid,14068,1,1.96,27573.28
1991-01-31,3769,minute.maid,14008,1,2.69,37681.52
1991-02-07,3769,minute.maid,15119,1,1.9,28726.1
1991-02-14,3769,minute.maid,18280,1,2.36,43140.799999999996
1991-02-21,3769,minute.maid,15830,1,2.31,36567.3
1991-02-28,3769,minute.maid,17804,1,2.3,40949.2
1991-03-07,3769,minute.maid,14865,1,2.24,33297.600000000006
1991-03-14,3769,minute.maid,13939,1,2.16,30108.24
1991-03-21,3769,minute.maid,16500,1,2.32,38280.0
1991-03-28,3769,minute.maid,9741,1,2.04,19871.64
1991-04-04,3769,minute.maid,11169,1,2.11,23566.59
1991-04-11,3769,minute.maid,18636,1,2.44,45471.84
1991-04-18,3769,minute.maid,19362,1,2.2,42596.4
1991-04-25,3769,minute.maid,12739,1,2.29,29172.31
1991-05-02,3769,minute.maid,11090,1,1.98,21958.2
1991-05-09,3769,minute.maid,18668,1,2.47,46109.96000000001
1991-05-16,3769,minute.maid,12564,1,1.97,24751.079999999998
1991-05-23,3769,minute.maid,11613,1,2.3,26709.899999999998
1991-05-30,3769,minute.maid,15029,1,2.41,36219.89
1991-06-06,3769,minute.maid,19156,1,2.44,46740.64
1991-06-13,3769,minute.maid,11338,1,2.4,27211.2
1991-06-20,3769,minute.maid,13443,1,1.97,26482.71
1991-06-27,3769,minute.maid,15755,1,2.56,40332.8
1991-07-04,3769,minute.maid,18868,1,2.41,45471.880000000005
1991-07-11,3769,minute.maid,16795,1,2.65,44506.75
1991-07-18,3769,minute.maid,9223,1,2.63,24256.489999999998
1991-07-25,3769,minute.maid,19915,1,2.1,41821.5
1991-08-01,3769,minute.maid,16031,1,2.62,42001.22
1991-08-08,3769,minute.maid,9039,1,2.06,18620.34
1991-08-15,3769,minute.maid,18082,1,2.54,45928.28
1991-08-22,3769,minute.maid,14615,1,2.36,34491.4
1991-08-29,3769,minute.maid,16048,1,2.5,40120.0
1991-09-05,3769,minute.maid,12650,1,2.35,29727.5
1991-09-12,3769,minute.maid,18440,1,2.27,41858.8
1991-09-19,3769,minute.maid,10109,1,2.12,21431.08
1991-09-26,3769,minute.maid,13407,1,2.42,32444.94
1991-10-03,3769,minute.maid,15573,1,2.14,33326.22
1991-10-10,3769,minute.maid,19103,1,2.25,42981.75
1991-10-17,3769,minute.maid,18981,1,2.55,48401.549999999996
1991-10-24,3769,minute.maid,14144,1,2.28,32248.319999999996
1991-10-31,3769,minute.maid,9948,1,2.22,22084.56
1991-11-07,3769,minute.maid,16146,1,2.4,38750.4
1991-11-14,3769,minute.maid,10752,1,2.26,24299.519999999997
1991-11-21,3769,minute.maid,16247,1,2.18,35418.46
1991-11-28,3769,minute.maid,10188,1,2.25,22923.0
1991-12-05,3769,minute.maid,13617,1,2.16,29412.72
1991-12-12,3769,minute.maid,9253,1,2.43,22484.79
1991-12-19,3769,minute.maid,11935,1,2.1,25063.5
1991-12-26,3769,minute.maid,14746,1,1.9,28017.399999999998
1992-01-02,3769,minute.maid,16788,1,2.04,34247.520000000004
1992-01-09,3769,minute.maid,18541,1,2.63,48762.829999999994
1992-01-16,3769,minute.maid,14285,1,2.12,30284.2
1992-01-23,3769,minute.maid,9464,1,2.16,20442.24
1992-01-30,3769,minute.maid,14358,1,2.61,37474.38
1992-02-06,3769,minute.maid,10485,1,2.61,27365.85
1992-02-13,3769,minute.maid,13367,1,2.52,33684.840000000004
1992-02-20,3769,minute.maid,17801,1,2.49,44324.490000000005
1992-02-27,3769,minute.maid,14220,1,1.97,28013.399999999998
1992-03-05,3769,minute.maid,15629,1,1.9,29695.1
1992-03-12,3769,minute.maid,19150,1,2.19,41938.5
1992-03-19,3769,minute.maid,11187,1,2.04,22821.48
1992-03-26,3769,minute.maid,13144,1,2.05,26945.199999999997
1992-04-02,3769,minute.maid,18348,1,2.09,38347.32
1992-04-09,3769,minute.maid,11370,1,2.44,27742.8
1992-04-16,3769,minute.maid,19048,1,1.98,37715.04
1992-04-23,3769,minute.maid,11340,1,2.56,29030.4
1992-04-30,3769,minute.maid,12431,1,2.11,26229.41
1992-05-07,3769,minute.maid,16004,1,2.64,42250.560000000005
1992-05-14,3769,minute.maid,13439,1,2.51,33731.89
1992-05-21,3769,minute.maid,11840,1,2.08,24627.2
1992-05-28,3769,minute.maid,9374,1,2.64,24747.36
1992-06-04,3769,minute.maid,10821,1,2.03,21966.629999999997
1992-06-11,3769,minute.maid,13581,1,2.07,28112.67
1992-06-18,3769,minute.maid,13264,1,1.92,25466.879999999997
1992-06-25,3769,minute.maid,12606,1,2.29,28867.74
1992-07-02,3769,minute.maid,17767,1,2.03,36067.009999999995
1992-07-09,3769,minute.maid,19932,1,2.36,47039.52
1992-07-16,3769,minute.maid,14090,1,2.16,30434.4
1992-07-23,3769,minute.maid,17522,1,2.68,46958.96000000001
1992-07-30,3769,minute.maid,16700,1,2.16,36072.0
1992-08-06,3769,minute.maid,16429,1,2.55,41893.95
1992-08-13,3769,minute.maid,15872,1,2.24,35553.280000000006
1992-08-20,3769,minute.maid,16208,1,2.35,38088.8
1992-08-27,3769,minute.maid,15505,1,2.31,35816.55
1992-09-03,3769,minute.maid,18776,1,2.42,45437.92
1992-09-10,3769,minute.maid,18607,1,2.6,48378.200000000004
1992-09-17,3769,minute.maid,17414,1,2.16,37614.240000000005
1992-09-24,3769,minute.maid,11016,1,2.45,26989.2
1992-10-01,3769,minute.maid,10695,1,2.22,23742.9
