WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,1576,tropicana,15642,1,2.09,32691.78
1990-06-21,1576,tropicana,15551,1,2.57,39966.07
1990-06-28,1576,tropicana,16645,1,2.16,35953.200000000004
1990-07-05,1576,tropicana,9955,1,2.13,21204.149999999998
1990-07-12,1576,tropicana,16680,1,2.68,44702.4
1990-07-19,1576,tropicana,12310,1,1.92,23635.2
1990-07-26,1576,tropicana,14801,1,2.37,35078.37
1990-08-02,1576,tropicana,18035,1,2.39,43103.65
1990-08-09,1576,tropicana,19850,1,2.41,47838.5
1990-08-16,1576,tropicana,9413,1,2.55,24003.149999999998
1990-08-23,1576,tropicana,16863,1,2.59,43675.17
1990-08-30,1576,tropicana,14021,1,1.96,27481.16
1990-09-06,1576,tropicana,9207,1,2.69,24766.829999999998
1990-09-13,1576,tropicana,11027,1,2.53,27898.309999999998
1990-09-20,1576,tropicana,10037,1,2.13,21378.809999999998
1990-09-27,1576,tropicana,11133,1,2.28,25383.239999999998
1990-10-04,1576,tropicana,10628,1,2.04,21681.12
1990-10-11,1576,tropicana,13979,1,2.19,30614.01
1990-10-18,1576,tropicana,17129,1,2.43,41623.47
1990-10-25,1576,tropicana,11821,1,2.6,30734.600000000002
1990-11-01,1576,tropicana,12246,1,2.27,27798.420000000002
1990-11-08,1576,tropicana,18643,1,1.94,36167.42
1990-11-15,1576,tropicana,10725,1,1.93,20699.25
1990-11-22,1576,tropicana,18554,1,1.97,36551.38
1990-11-29,1576,tropicana,17966,1,2.2,39525.200000000004
1990-12-06,1576,tropicana,15857,1,2.48,39325.36
1990-12-13,1576,tropicana,9820,1,2.53,24844.6
1990-12-20,1576,tropicana,18514,1,2.16,39990.240000000005
1990-12-27,1576,tropicana,16205,1,2.5,40512.5
1991-01-03,1576,tropicana,16783,1,1.94,32559.02
1991-01-10,1576,tropicana,9537,1,2.24,21362.88
1991-01-17,1576,tropicana,19062,1,2.49,47464.380000000005
1991-01-24,1576,tropicana,16109,1,2.39,38500.51
1991-01-31,1576,tropicana,13209,1,2.31,30512.79
1991-02-07,1576,tropicana,10698,1,2.51,26851.979999999996
1991-02-14,1576,tropicana,13358,1,1.94,25914.52
1991-02-21,1576,tropicana,14231,1,2.34,33300.54
1991-02-28,1576,tropicana,12226,1,2.4,29342.399999999998
1991-03-07,1576,tropicana,9541,1,1.98,18891.18
1991-03-14,1576,tropicana,13538,1,2.38,32220.44
1991-03-21,1576,tropicana,12784,1,2.02,25823.68
1991-03-28,1576,tropicana,9322,1,2.63,24516.86
1991-04-04,1576,tropicana,11229,1,2.04,22907.16
1991-04-11,1576,tropicana,12968,1,2.24,29048.320000000003
1991-04-18,1576,tropicana,19542,1,2.22,43383.240000000005
1991-04-25,1576,tropicana,15928,1,2.09,33289.52
1991-05-02,1576,tropicana,16426,1,2.46,40407.96
1991-05-09,1576,tropicana,17989,1,2.33,41914.37
1991-05-16,1576,tropicana,18935,1,2.34,44307.899999999994
1991-05-23,1576,tropicana,15308,1,1.9,29085.199999999997
1991-05-30,1576,tropicana,16470,1,2.2,36234.0
1991-06-06,1576,tropicana,13242,1,2.63,34826.46
1991-06-13,1576,tropicana,13424,1,2.67,35842.08
1991-06-20,1576,tropicana,14925,1,2.56,38208.0
1991-06-27,1576,tropicana,9364,1,1.96,18353.44
1991-07-04,1576,tropicana,10353,1,1.91,19774.23
1991-07-11,1576,tropicana,9856,1,2.45,24147.2
1991-07-18,1576,tropicana,19277,1,2.26,43566.02
1991-07-25,1576,tropicana,18073,1,2.09,37772.57
1991-08-01,1576,tropicana,18333,1,2.43,44549.19
1991-08-08,1576,tropicana,13955,1,2.17,30282.35
