WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,3444,tropicana,14323,1,2.36,33802.28
1990-06-21,3444,tropicana,12042,1,2.52,30345.84
1990-06-28,3444,tropicana,16072,1,2.48,39858.56
1990-07-05,3444,tropicana,9918,1,2.68,26580.24
1990-07-12,3444,tropicana,19900,1,2.33,46367.0
1990-07-19,3444,tropicana,18918,1,2.08,39349.44
1990-07-26,3444,tropicana,17152,1,2.42,41507.84
1990-08-02,3444,tropicana,19808,1,2.16,42785.280000000006
1990-08-09,3444,tropicana,13585,1,2.26,30702.1
1990-08-16,3444,tropicana,17567,1,2.4,42160.799999999996
1990-08-23,3444,tropicana,14399,1,1.99,28654.01
1990-08-30,3444,tropicana,17079,1,2.04,34841.16
1990-09-06,3444,tropicana,16647,1,2.64,43948.08
1990-09-13,3444,tropicana,9792,1,2.32,22717.44
1990-09-20,3444,tropicana,13828,1,2.16,29868.480000000003
1990-09-27,3444,tropicana,18052,1,1.93,34840.36
1990-10-04,3444,tropicana,10076,1,2.69,27104.44
1990-10-11,3444,tropicana,11868,1,2.25,26703.0
1990-10-18,3444,tropicana,9714,1,2.1,20399.4
1990-10-25,3444,tropicana,16564,1,2.59,42900.759999999995
1990-11-01,3444,tropicana,11129,1,2.25,25040.25
1990-11-08,3444,tropicana,18265,1,2.58,47123.700000000004
1990-11-15,3444,tropicana,16493,1,2.28,37604.03999999999
1990-11-22,3444,tropicana,19480,1,2.41,46946.8
1990-11-29,3444,tropicana,13664,1,2.22,30334.08
1990-12-06,3444,tropicana,18012,1,2.36,42508.32
1990-12-13,3444,tropicana,10169,1,2.49,25320.81
1990-12-20,3444,tropicana,15759,1,2.66,41918.94
1990-12-27,3444,tropicana,13195,1,2.45,32327.750000000004
1991-01-03,3444,tropicana,13671,1,1.95,26658.45
1991-01-10,3444,tropicana,12531,1,1.91,23934.21
1991-01-17,3444,tropicana,16240,1,1.99,32317.6
1991-01-24,3444,tropicana,11514,1,2.58,29706.120000000003
1991-01-31,3444,tropicana,10723,1,2.24,24019.520000000004
1991-02-07,3444,tropicana,16690,1,2.52,42058.8
1991-02-14,3444,tropicana,18993,1,2.12,40265.16
1991-02-21,3444,tropicana,18312,1,2.38,43582.56
1991-02-28,3444,tropicana,10055,1,2.01,20210.55
1991-03-07,3444,tropicana,18808,1,2.63,49465.04
1991-03-14,3444,tropicana,14289,1,2.43,34722.270000000004
1991-03-21,3444,tropicana,16498,1,2.65,43719.7
