WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1990-06-14,1727,dominicks,15809,1,2.2,34779.8
1990-06-21,1727,dominicks,17556,1,2.13,37394.28
1990-06-28,1727,dominicks,18894,1,2.69,50824.86
1990-07-05,1727,dominicks,18446,1,2.51,46299.46
1990-07-12,1727,dominicks,10603,1,2.05,21736.149999999998
1990-07-19,1727,dominicks,13279,1,2.22,29479.38
1990-07-26,1727,dominicks,19712,1,1.96,38635.52
1990-08-02,1727,dominicks,16772,1,2.22,37233.840000000004
1990-08-09,1727,dominicks,14386,1,2.69,38698.34
1990-08-16,1727,dominicks,14889,1,2.69,40051.409999999996
1990-08-23,1727,dominicks,19952,1,2.12,42298.240000000005
1990-08-30,1727,dominicks,19853,1,2.57,51022.21
1990-09-06,1727,dominicks,11953,1,2.13,25459.89
1990-09-13,1727,dominicks,16562,1,2.0,33124.0
1990-09-20,1727,dominicks,11384,1,1.95,22198.8
1990-09-27,1727,dominicks,14959,1,2.24,33508.16
1990-10-04,1727,dominicks,16512,1,2.14,35335.68
1990-10-11,1727,dominicks,11067,1,2.49,27556.83
1990-10-18,1727,dominicks,12628,1,2.07,26139.96
1990-10-25,1727,dominicks,9871,1,2.04,20136.84
1990-11-01,1727,dominicks,17739,1,2.04,36187.56
1990-11-08,1727,dominicks,9919,1,2.44,24202.36
1990-11-15,1727,dominicks,16505,1,2.55,42087.75
1990-11-22,1727,dominicks,14658,1,2.26,33127.079999999994
1990-11-29,1727,dominicks,16342,1,2.48,40528.159999999996
1990-12-06,1727,dominicks,11449,1,2.02,23126.98
1990-12-13,1727,dominicks,16831,1,1.91,32147.21
1990-12-20,1727,dominicks,12835,1,2.07,26568.449999999997
1990-12-27,1727,dominicks,15458,1,2.63,40654.54
1991-01-03,1727,dominicks,12360,1,2.44,30158.399999999998
1991-01-10,1727,dominicks,13253,1,2.43,32204.79
1991-01-17,1727,dominicks,18276,1,2.62,47883.12
1991-01-24,1727,dominicks,11853,1,2.5,29632.5
1991-01-31,1727,dominicks,11308,1,2.48,28043.84
1991-02-07,1727,dominicks,17469,1,2.68,46816.920000000006
1991-02-14,1727,dominicks,14328,1,2.34,33527.52
1991-02-21,1727,dominicks,19921,1,2.44,48607.24
1991-02-28,1727,dominicks,16037,1,2.61,41856.57
1991-03-07,1727,dominicks,9582,1,2.15,20601.3
1991-03-14,1727,dominicks,16524,1,2.45,40483.8
1991-03-21,1727,dominicks,13047,1,2.24,29225.280000000002
1991-03-28,1727,dominicks,11751,1,2.61,30670.109999999997
1991-04-04,1727,dominicks,18325,1,1.91,35000.75
1991-04-11,1727,dominicks,13405,1,2.31,30965.55
1991-04-18,1727,dominicks,15532,1,2.35,36500.200000000004
1991-04-25,1727,dominicks,13569,1,2.4,32565.6
1991-05-02,1727,dominicks,9342,1,2.13,19898.46
1991-05-09,1727,dominicks,17236,1,2.11,36367.96
1991-05-16,1727,dominicks,16080,1,1.98,31838.4
1991-05-23,1727,dominicks,19077,1,2.3,43877.1
1991-05-30,1727,dominicks,15764,1,2.29,36099.56
1991-06-06,1727,dominicks,19735,1,2.17,42824.95
1991-06-13,1727,dominicks,16809,1,2.49,41854.41
1991-06-20,1727,dominicks,10016,1,1.93,19330.88
1991-06-27,1727,dominicks,10919,1,2.67,29153.73
1991-07-04,1727,dominicks,14956,1,2.36,35296.159999999996
1991-07-11,1727,dominicks,10273,1,2.63,27017.989999999998
1991-07-18,1727,dominicks,17166,1,1.92,32958.72
1991-07-25,1727,dominicks,14919,1,2.26,33716.939999999995
1991-08-01,1727,dominicks,12669,1,2.29,29012.010000000002
1991-08-08,1727,dominicks,17303,1,2.47,42738.41
1991-08-15,1727,dominicks,12516,1,2.53,31665.479999999996
1991-08-22,1727,dominicks,11144,1,2.69,29977.36
1991-08-29,1727,dominicks,10163,1,2.53,25712.39
1991-09-05,1727,dominicks,9853,1,1.91,18819.23
1991-09-12,1727,dominicks,18892,1,2.53,47796.759999999995
1991-09-19,1727,dominicks,9625,1,2.25,21656.25
1991-09-26,1727,dominicks,18577,1,2.42,44956.34
1991-10-03,1727,dominicks,18992,1,2.37,45011.04
1991-10-10,1727,dominicks,17449,1,2.21,38562.29
1991-10-17,1727,dominicks,15048,1,2.19,32955.12
1991-10-24,1727,dominicks,9085,1,2.46,22349.1
1991-10-31,1727,dominicks,11076,1,2.33,25807.08
1991-11-07,1727,dominicks,10789,1,2.05,22117.449999999997
1991-11-14,1727,dominicks,10493,1,2.16,22664.88
1991-11-21,1727,dominicks,17899,1,1.92,34366.08
1991-11-28,1727,dominicks,17154,1,2.14,36709.560000000005
1991-12-05,1727,dominicks,19605,1,2.69,52737.45
1991-12-12,1727,dominicks,9003,1,2.15,19356.45
1991-12-19,1727,dominicks,15057,1,2.52,37943.64
1991-12-26,1727,dominicks,17420,1,2.68,46685.600000000006
1992-01-02,1727,dominicks,10777,1,1.9,20476.3
1992-01-09,1727,dominicks,17841,1,2.42,43175.22
1992-01-16,1727,dominicks,17188,1,2.63,45204.439999999995
1992-01-23,1727,dominicks,18308,1,2.25,41193.0
1992-01-30,1727,dominicks,17462,1,2.1,36670.200000000004
1992-02-06,1727,dominicks,11496,1,2.2,25291.2
1992-02-13,1727,dominicks,10451,1,2.48,25918.48
1992-02-20,1727,dominicks,9236,1,2.31,21335.16
1992-02-27,1727,dominicks,14825,1,2.61,38693.25
1992-03-05,1727,dominicks,16727,1,2.32,38806.64
1992-03-12,1727,dominicks,13646,1,2.06,28110.760000000002
